# R(23)3300019 has a factor: 39600229 (25.24 Bits)
# R(-3)2190737 has a factor: 13144423 (23.65 Bits)
-3,2190737,23,3
# R(-3)2107153 has a factor: 12642919 (23.59 Bits)
-3,2107153,23,3
# R(-3)2115523 has a factor: 12693139 (23.6 Bits)
-3,2115523,23,3
# R(-3)2170321 has a factor: 13021927 (23.63 Bits)
-3,2170321,23,3
# R(-3)2165027 has a factor: 12990163 (23.63 Bits)
-3,2165027,23,3
# R(-3)2197703 has a factor: 13186219 (23.65 Bits)
-3,2197703,23,3
# R(-3)2124191 has a factor: 12745147 (23.6 Bits)
-3,2124191,23,3
# R(-3)2192873 has a factor: 13157239 (23.65 Bits)
-3,2192873,23,3
# R(-3)2192423 has a factor: 13154539 (23.65 Bits)
-3,2192423,23,3
# R(-3)2193413 has a factor: 13160479 (23.65 Bits)
-3,2193413,23,3
# R(-3)2101811 has a factor: 12610867 (23.59 Bits)
-3,2101811,23,3
# R(-3)2174321 has a factor: 13045927 (23.64 Bits)
-3,2174321,23,3
# R(-3)2097883 has a factor: 12587299 (23.59 Bits)
-3,2097883,23,3
# R(-3)2164843 has a factor: 12989059 (23.63 Bits)
-3,2164843,23,3
# R(-3)2159063 has a factor: 12954379 (23.63 Bits)
-3,2159063,23,3
# R(-3)2132281 has a factor: 12793687 (23.61 Bits)
-3,2132281,23,3
# R(-3)2177531 has a factor: 13065187 (23.64 Bits)
-3,2177531,23,3
# R(-3)2101607 has a factor: 12609643 (23.59 Bits)
-3,2101607,23,3
# R(-3)2129507 has a factor: 12777043 (23.61 Bits)
-3,2129507,23,3
# R(-3)2187971 has a factor: 13127827 (23.65 Bits)
-3,2187971,23,3
# R(-3)2137391 has a factor: 12824347 (23.61 Bits)
-3,2137391,23,3
# R(-3)2177803 has a factor: 13066819 (23.64 Bits)
-3,2177803,23,3
# R(-3)2118581 has a factor: 12711487 (23.6 Bits)
-3,2118581,23,3
# R(-3)2116601 has a factor: 12699607 (23.6 Bits)
-3,2116601,23,3
# R(-3)2155463 has a factor: 12932779 (23.62 Bits)
-3,2155463,23,3
# R(-3)2152307 has a factor: 12913843 (23.62 Bits)
-3,2152307,23,3
# R(-3)2184277 has a factor: 13105663 (23.64 Bits)
-3,2184277,23,3
# R(-3)2118371 has a factor: 12710227 (23.6 Bits)
-3,2118371,23,3
# R(-3)2154743 has a factor: 12928459 (23.62 Bits)
-3,2154743,23,3
# R(-3)2102651 has a factor: 25231813 (24.59 Bits)
-3,2102651,24,6
# R(-3)2106901 has a factor: 25282813 (24.59 Bits)
-3,2106901,24,6
# R(-3)2177093 has a factor: 26125117 (24.64 Bits)
-3,2177093,24,6
# R(-3)2179049 has a factor: 26148589 (24.64 Bits)
-3,2179049,24,6
# R(-3)2148583 has a factor: 25782997 (24.62 Bits)
-3,2148583,24,6
# R(-3)2129321 has a factor: 25551853 (24.61 Bits)
-3,2129321,24,6
# R(-3)2113523 has a factor: 25362277 (24.6 Bits)
-3,2113523,24,6
# R(-3)2171881 has a factor: 26062573 (24.64 Bits)
-3,2171881,24,6
# R(-3)2167339 has a factor: 26008069 (24.63 Bits)
-3,2167339,24,6
# R(-3)2144179 has a factor: 25730149 (24.62 Bits)
-3,2144179,24,6
# R(-3)2177443 has a factor: 26129317 (24.64 Bits)
-3,2177443,24,6
# R(-3)2130581 has a factor: 25566973 (24.61 Bits)
-3,2130581,24,6
# R(-3)2157739 has a factor: 25892869 (24.63 Bits)
-3,2157739,24,6
# R(-3)2183189 has a factor: 26198269 (24.64 Bits)
-3,2183189,24,6
# R(-3)2154641 has a factor: 25855693 (24.62 Bits)
-3,2154641,24,6
# R(-3)2108231 has a factor: 25298773 (24.59 Bits)
-3,2108231,24,6
# R(-3)2193943 has a factor: 26327317 (24.65 Bits)
-3,2193943,24,6
# R(-3)2135933 has a factor: 25631197 (24.61 Bits)
-3,2135933,24,6
# R(-3)2134063 has a factor: 25608757 (24.61 Bits)
-3,2134063,24,6
# R(-3)2195749 has a factor: 26348989 (24.65 Bits)
-3,2195749,24,6
# R(-3)2173333 has a factor: 26079997 (24.64 Bits)
-3,2173333,24,6
# R(-3)2186543 has a factor: 26238517 (24.65 Bits)
-3,2186543,24,6
# R(-3)2114653 has a factor: 25375837 (24.6 Bits)
-3,2114653,24,6
# R(-3)2185151 has a factor: 26221813 (24.64 Bits)
-3,2185151,24,6
# R(-3)2129741 has a factor: 25556893 (24.61 Bits)
-3,2129741,24,6
# R(-3)2197919 has a factor: 26375029 (24.65 Bits)
-3,2197919,24,6
# R(-3)2165543 has a factor: 25986517 (24.63 Bits)
-3,2165543,24,6
# R(-3)2103239 has a factor: 25238869 (24.59 Bits)
-3,2103239,24,6
# R(-3)2108473 has a factor: 25301677 (24.59 Bits)
-3,2108473,24,6
# R(-3)2183791 has a factor: 26205493 (24.64 Bits)
-3,2183791,24,6
# R(-3)2198761 has a factor: 26385133 (24.65 Bits)
-3,2198761,24,6
# R(-3)2152093 has a factor: 25825117 (24.62 Bits)
-3,2152093,24,6
# R(-3)2199221 has a factor: 26390653 (24.65 Bits)
-3,2199221,24,6
# R(-3)2109509 has a factor: 25314109 (24.59 Bits)
-3,2109509,24,6
# R(-3)2151623 has a factor: 25819477 (24.62 Bits)
-3,2151623,24,6
# R(-3)2103781 has a factor: 25245373 (24.59 Bits)
-3,2103781,24,6
# R(-3)2148631 has a factor: 25783573 (24.62 Bits)
-3,2148631,24,6
# R(-3)2101433 has a factor: 25217197 (24.59 Bits)
-3,2101433,24,6
# R(-3)2120653 has a factor: 25447837 (24.6 Bits)
-3,2120653,24,6
# R(-3)2108443 has a factor: 25301317 (24.59 Bits)
-3,2108443,24,6
# R(-3)2196979 has a factor: 26363749 (24.65 Bits)
-3,2196979,24,6
# R(-3)2110001 has a factor: 25320013 (24.59 Bits)
-3,2110001,24,6
# R(-3)2106431 has a factor: 25277173 (24.59 Bits)
-3,2106431,24,6
# R(-3)2126213 has a factor: 25514557 (24.6 Bits)
-3,2126213,24,6
# R(-3)2181359 has a factor: 26176309 (24.64 Bits)
-3,2181359,24,6
# R(-3)2131319 has a factor: 25575829 (24.61 Bits)
-3,2131319,24,6
# R(-3)2140349 has a factor: 25684189 (24.61 Bits)
-3,2140349,24,6
# R(-3)2106281 has a factor: 25275373 (24.59 Bits)
-3,2106281,24,6
# R(-3)2163859 has a factor: 25966309 (24.63 Bits)
-3,2163859,24,6
# R(-3)2167111 has a factor: 26005333 (24.63 Bits)
-3,2167111,24,6
# R(-3)2178283 has a factor: 26139397 (24.64 Bits)
-3,2178283,24,6
# R(-3)2129719 has a factor: 38334943 (25.19 Bits)
-3,2129719,25,9
# R(-3)2098937 has a factor: 37780867 (25.17 Bits)
-3,2098937,25,9
# R(-3)2189879 has a factor: 39417823 (25.23 Bits)
-3,2189879,25,9
# R(-3)2147699 has a factor: 38658583 (25.2 Bits)
-3,2147699,25,9
# R(-3)2117119 has a factor: 38108143 (25.18 Bits)
-3,2117119,25,9
# R(-3)2167621 has a factor: 39017179 (25.22 Bits)
-3,2167621,25,9
# R(-3)2105419 has a factor: 37897543 (25.18 Bits)
-3,2105419,25,9
# R(-3)2171261 has a factor: 39082699 (25.22 Bits)
-3,2171261,25,9
# R(-3)2196809 has a factor: 39542563 (25.24 Bits)
-3,2196809,25,9
# R(-3)2156491 has a factor: 38816839 (25.21 Bits)
-3,2156491,25,9
# R(-3)2097727 has a factor: 37759087 (25.17 Bits)
-3,2097727,25,9
# R(-3)2196541 has a factor: 39537739 (25.24 Bits)
-3,2196541,25,9
# R(-3)2131691 has a factor: 38370439 (25.19 Bits)
-3,2131691,25,9
# R(-3)2168317 has a factor: 39029707 (25.22 Bits)
-3,2168317,25,9
# R(-3)2181731 has a factor: 39271159 (25.23 Bits)
-3,2181731,25,9
# R(-3)2113159 has a factor: 38036863 (25.18 Bits)
-3,2113159,25,9
# R(-3)2194667 has a factor: 39504007 (25.24 Bits)
-3,2194667,25,9
# R(-3)2181169 has a factor: 39261043 (25.23 Bits)
-3,2181169,25,9
# R(-3)2171119 has a factor: 39080143 (25.22 Bits)
-3,2171119,25,9
# R(-3)2136649 has a factor: 38459683 (25.2 Bits)
-3,2136649,25,9
# R(-3)2163251 has a factor: 38938519 (25.21 Bits)
-3,2163251,25,9
# R(-3)2122369 has a factor: 38202643 (25.19 Bits)
-3,2122369,25,9
# R(-3)2161121 has a factor: 38900179 (25.21 Bits)
-3,2161121,25,9
# R(-3)2144171 has a factor: 38595079 (25.2 Bits)
-3,2144171,25,9
# R(-3)2117699 has a factor: 38118583 (25.18 Bits)
-3,2117699,25,9
# R(-3)2151269 has a factor: 38722843 (25.21 Bits)
-3,2151269,25,9
